Type,Entry Time,Exit Time,Signal,Entry Price,Exit Price,Points,PnL INR,Net PnL %,Cumulative PnL INR,Cumulative PnL %,Holding Time
LONG,2015-02-19 14:45:00+05:30,2015-02-20 09:25:00+05:30,LONG,19040.35,18986.75,-53.6,-1608.0,-1.07,76459.5,50.97,0 days 18:40:00
SHORT,2015-02-20 09:25:00+05:30,2015-02-20 11:25:00+05:30,SHORT,18986.75,19198.9,-212.15,-6364.5,-4.24,70095.0,46.73,0 days 02:00:00
LONG,2015-02-20 11:25:00+05:30,2015-02-20 13:55:00+05:30,LONG,19198.9,19088.7,-110.2,-3306.0,-2.2,66789.0,44.53,0 days 02:30:00
SHORT,2015-02-20 13:55:00+05:30,2015-02-24 11:50:00+05:30,SHORT,19088.7,18922.2,166.5,4995.0,3.33,71784.0,47.86,3 days 21:55:00
LONG,2015-02-24 11:50:00+05:30,2015-02-24 14:25:00+05:30,LONG,18922.2,18855.35,-66.85,-2005.5,-1.34,69778.5,46.52,0 days 02:35:00
SHORT,2015-02-24 14:25:00+05:30,2015-02-25 09:15:00+05:30,SHORT,18855.35,18984.25,-128.9,-3867.0,-2.58,65911.5,43.94,0 days 18:50:00
LONG,2015-02-25 09:15:00+05:30,2015-02-25 13:50:00+05:30,LONG,18984.25,18896.1,-88.15,-2644.5,-1.76,63267.0,42.18,0 days 04:35:00
SHORT,2015-02-25 13:50:00+05:30,2015-02-27 09:15:00+05:30,SHORT,18896.1,18694.9,201.2,6036.0,4.02,69303.0,46.2,1 days 19:25:00
LONG,2015-02-27 09:15:00+05:30,2015-02-28 11:35:00+05:30,LONG,18694.9,19154.45,459.55,13786.5,9.19,83089.5,55.39,1 days 02:20:00
SHORT,2015-02-28 11:35:00+05:30,2015-02-28 12:15:00+05:30,SHORT,19154.45,19364.05,-209.6,-6288.0,-4.19,76801.5,51.2,0 days 00:40:00
LONG,2015-02-28 12:15:00+05:30,2015-03-02 12:00:00+05:30,LONG,19364.05,19779.1,415.05,12451.5,8.3,89253.0,59.5,1 days 23:45:00
SHORT,2015-03-02 12:00:00+05:30,2015-03-02 14:00:00+05:30,SHORT,19779.1,19970.6,-191.5,-5745.0,-3.83,83508.0,55.67,0 days 02:00:00
LONG,2015-03-02 14:00:00+05:30,2015-03-03 11:15:00+05:30,LONG,19970.6,19840.25,-130.35,-3910.5,-2.61,79597.5,53.06,0 days 21:15:00
SHORT,2015-03-03 11:15:00+05:30,2015-03-03 13:40:00+05:30,SHORT,19840.25,19962.25,-122.0,-3660.0,-2.44,75937.5,50.62,0 days 02:25:00
LONG,2015-03-03 13:40:00+05:30,2015-03-04 11:40:00+05:30,LONG,19962.25,20175.85,213.6,6408.0,4.27,82345.5,54.9,0 days 22:00:00
SHORT,2015-03-04 11:40:00+05:30,2015-03-05 14:00:00+05:30,SHORT,20175.85,19594.85,581.0,17430.0,11.62,99775.5,66.52,1 days 02:20:00
LONG,2015-03-05 14:00:00+05:30,2015-03-09 09:15:00+05:30,LONG,19594.85,19447.25,-147.6,-4428.0,-2.95,95347.5,63.57,3 days 19:15:00
SHORT,2015-03-09 09:15:00+05:30,2015-03-10 10:30:00+05:30,SHORT,19447.25,19262.85,184.4,5532.0,3.69,100879.5,67.25,1 days 01:15:00
LONG,2015-03-10 10:30:00+05:30,2015-03-10 13:10:00+05:30,LONG,19262.85,19107.15,-155.7,-4671.0,-3.11,96208.5,64.14,0 days 02:40:00
SHORT,2015-03-10 13:10:00+05:30,2015-03-10 15:20:00+05:30,SHORT,19107.15,19096.4,10.75,322.5,0.22,96531.0,64.35,0 days 02:10:00
LONG,2015-03-10 15:20:00+05:30,2015-03-11 10:25:00+05:30,LONG,19096.4,18948.05,-148.35,-4450.5,-2.97,92080.5,61.39,0 days 19:05:00
SHORT,2015-03-11 10:25:00+05:30,2015-03-11 12:25:00+05:30,SHORT,18948.05,19081.65,-133.6,-4008.0,-2.67,88072.5,58.72,0 days 02:00:00
LONG,2015-03-11 12:25:00+05:30,2015-03-13 10:05:00+05:30,LONG,19081.65,19072.6,-9.05,-271.5,-0.18,87801.0,58.53,1 days 21:40:00
SHORT,2015-03-13 10:05:00+05:30,2015-03-16 14:20:00+05:30,SHORT,19072.6,18854.5,218.1,6543.0,4.36,94344.0,62.9,3 days 04:15:00
LONG,2015-03-16 14:20:00+05:30,2015-03-17 12:05:00+05:30,LONG,18854.5,18921.55,67.05,2011.5,1.34,96355.5,64.24,0 days 21:45:00
SHORT,2015-03-17 12:05:00+05:30,2015-03-17 15:00:00+05:30,SHORT,18921.55,18980.1,-58.55,-1756.5,-1.17,94599.0,63.07,0 days 02:55:00
LONG,2015-03-17 15:00:00+05:30,2015-03-18 14:50:00+05:30,LONG,18980.1,19098.0,117.9,3537.0,2.36,98136.0,65.42,0 days 23:50:00
SHORT,2015-03-18 14:50:00+05:30,2015-03-19 09:15:00+05:30,SHORT,19098.0,19296.45,-198.45,-5953.5,-3.97,92182.5,61.46,0 days 18:25:00
LONG,2015-03-19 09:15:00+05:30,2015-03-19 12:55:00+05:30,LONG,19296.45,19179.35,-117.1,-3513.0,-2.34,88669.5,59.11,0 days 03:40:00
SHORT,2015-03-19 12:55:00+05:30,2015-03-24 13:55:00+05:30,SHORT,19179.35,18431.15,748.2,22446.0,14.96,111115.5,74.08,5 days 01:00:00
LONG,2015-03-24 13:55:00+05:30,2015-03-24 15:00:00+05:30,LONG,18431.15,18322.6,-108.55,-3256.5,-2.17,107859.0,71.91,0 days 01:05:00
SHORT,2015-03-24 15:00:00+05:30,2015-03-26 15:25:00+05:30,SHORT,18322.6,17980.2,342.4,10272.0,6.85,118131.0,78.75,2 days 00:25:00
LONG,2015-03-26 15:25:00+05:30,2015-03-27 12:40:00+05:30,LONG,17980.2,17742.95,-237.25,-7117.5,-4.74,111013.5,74.01,0 days 21:15:00
SHORT,2015-03-27 12:40:00+05:30,2015-03-27 13:25:00+05:30,SHORT,17742.95,17906.5,-163.55,-4906.5,-3.27,106107.0,70.74,0 days 00:45:00
LONG,2015-03-27 13:25:00+05:30,2015-03-31 14:15:00+05:30,LONG,17906.5,18330.35,423.85,12715.5,8.48,118822.5,79.22,4 days 00:50:00
SHORT,2015-03-31 14:15:00+05:30,2015-04-01 12:45:00+05:30,SHORT,18330.35,18333.95,-3.6,-108.0,-0.07,118714.5,79.14,0 days 22:30:00
LONG,2015-04-01 12:45:00+05:30,2015-04-06 10:00:00+05:30,LONG,18333.95,18494.2,160.25,4807.5,3.2,123522.0,82.35,4 days 21:15:00
SHORT,2015-04-06 10:00:00+05:30,2015-04-06 13:15:00+05:30,SHORT,18494.2,18589.35,-95.15,-2854.5,-1.9,120667.5,80.44,0 days 03:15:00
LONG,2015-04-06 13:15:00+05:30,2015-04-07 11:00:00+05:30,LONG,18589.35,18533.75,-55.6,-1668.0,-1.11,118999.5,79.33,0 days 21:45:00
SHORT,2015-04-07 11:00:00+05:30,2015-04-08 09:15:00+05:30,SHORT,18533.75,18546.45,-12.7,-381.0,-0.25,118618.5,79.08,0 days 22:15:00
LONG,2015-04-08 09:15:00+05:30,2015-04-08 11:25:00+05:30,LONG,18546.45,18442.95,-103.5,-3105.0,-2.07,115513.5,77.01,0 days 02:10:00
SHORT,2015-04-08 11:25:00+05:30,2015-04-08 12:05:00+05:30,SHORT,18442.95,18518.2,-75.25,-2257.5,-1.5,113256.0,75.5,0 days 00:40:00
LONG,2015-04-08 12:05:00+05:30,2015-04-08 14:10:00+05:30,LONG,18518.2,18413.3,-104.9,-3147.0,-2.1,110109.0,73.41,0 days 02:05:00
SHORT,2015-04-08 14:10:00+05:30,2015-04-09 09:15:00+05:30,SHORT,18413.3,18515.85,-102.55,-3076.5,-2.05,107032.5,71.36,0 days 19:05:00
LONG,2015-04-09 09:15:00+05:30,2015-04-09 14:00:00+05:30,LONG,18515.85,18717.8,201.95,6058.5,4.04,113091.0,75.39,0 days 04:45:00
SHORT,2015-04-09 14:00:00+05:30,2015-04-09 14:55:00+05:30,SHORT,18717.8,18853.05,-135.25,-4057.5,-2.7,109033.5,72.69,0 days 00:55:00
LONG,2015-04-09 14:55:00+05:30,2015-04-10 13:30:00+05:30,LONG,18853.05,18777.3,-75.75,-2272.5,-1.52,106761.0,71.17,0 days 22:35:00
SHORT,2015-04-10 13:30:00+05:30,2015-04-13 11:45:00+05:30,SHORT,18777.3,18824.15,-46.85,-1405.5,-0.94,105355.5,70.24,2 days 22:15:00
LONG,2015-04-13 11:45:00+05:30,2015-04-13 13:55:00+05:30,LONG,18824.15,18789.9,-34.25,-1027.5,-0.68,104328.0,69.55,0 days 02:10:00
SHORT,2015-04-13 13:55:00+05:30,2015-04-15 09:15:00+05:30,SHORT,18789.9,18876.95,-87.05,-2611.5,-1.74,101716.5,67.81,1 days 19:20:00
LONG,2015-04-15 09:15:00+05:30,2015-04-15 14:55:00+05:30,LONG,18876.95,18950.75,73.8,2214.0,1.48,103930.5,69.29,0 days 05:40:00
SHORT,2015-04-15 14:55:00+05:30,2015-04-16 13:30:00+05:30,SHORT,18950.75,18640.3,310.45,9313.5,6.21,113244.0,75.5,0 days 22:35:00
LONG,2015-04-16 13:30:00+05:30,2015-04-17 09:25:00+05:30,LONG,18640.3,18506.4,-133.9,-4017.0,-2.68,109227.0,72.82,0 days 19:55:00
SHORT,2015-04-17 09:25:00+05:30,2015-04-20 11:45:00+05:30,SHORT,18506.4,18453.75,52.65,1579.5,1.05,110806.5,73.87,3 days 02:20:00
LONG,2015-04-20 11:45:00+05:30,2015-04-20 13:15:00+05:30,LONG,18453.75,18381.8,-71.95,-2158.5,-1.44,108648.0,72.43,0 days 01:30:00
SHORT,2015-04-20 13:15:00+05:30,2015-04-21 11:05:00+05:30,SHORT,18381.8,18285.75,96.05,2881.5,1.92,111529.5,74.35,0 days 21:50:00
LONG,2015-04-21 11:05:00+05:30,2015-04-21 14:30:00+05:30,LONG,18285.75,18136.25,-149.5,-4485.0,-2.99,107044.5,71.36,0 days 03:25:00
SHORT,2015-04-21 14:30:00+05:30,2015-04-22 09:15:00+05:30,SHORT,18136.25,18240.8,-104.55,-3136.5,-2.09,103908.0,69.27,0 days 18:45:00
LONG,2015-04-22 09:15:00+05:30,2015-04-22 12:55:00+05:30,LONG,18240.8,18050.65,-190.15,-5704.5,-3.8,98203.5,65.47,0 days 03:40:00
SHORT,2015-04-22 12:55:00+05:30,2015-04-22 14:30:00+05:30,SHORT,18050.65,18080.3,-29.65,-889.5,-0.59,97314.0,64.88,0 days 01:35:00
LONG,2015-04-22 14:30:00+05:30,2015-04-23 10:45:00+05:30,LONG,18080.3,18262.3,182.0,5460.0,3.64,102774.0,68.52,0 days 20:15:00
SHORT,2015-04-23 10:45:00+05:30,2015-04-23 14:20:00+05:30,SHORT,18262.3,18334.75,-72.45,-2173.5,-1.45,100600.5,67.07,0 days 03:35:00
LONG,2015-04-23 14:20:00+05:30,2015-04-24 09:15:00+05:30,LONG,18334.75,18137.95,-196.8,-5904.0,-3.94,94696.5,63.13,0 days 18:55:00
SHORT,2015-04-24 09:15:00+05:30,2015-04-28 09:45:00+05:30,SHORT,18137.95,17930.75,207.2,6216.0,4.14,100912.5,67.27,4 days 00:30:00
LONG,2015-04-28 09:45:00+05:30,2015-04-29 14:40:00+05:30,LONG,17930.75,18268.5,337.75,10132.5,6.76,111045.0,74.03,1 days 04:55:00
SHORT,2015-04-29 14:40:00+05:30,2015-04-30 14:20:00+05:30,SHORT,18268.5,18321.1,-52.6,-1578.0,-1.05,109467.0,72.98,0 days 23:40:00
LONG,2015-04-30 14:20:00+05:30,2015-05-04 14:20:00+05:30,LONG,18321.1,18371.4,50.3,1509.0,1.01,110976.0,73.98,4 days 00:00:00
SHORT,2015-05-04 14:20:00+05:30,2015-05-05 09:40:00+05:30,SHORT,18371.4,18524.9,-153.5,-4605.0,-3.07,106371.0,70.91,0 days 19:20:00
LONG,2015-05-05 09:40:00+05:30,2015-05-05 13:10:00+05:30,LONG,18524.9,18412.5,-112.4,-3372.0,-2.25,102999.0,68.67,0 days 03:30:00
SHORT,2015-05-05 13:10:00+05:30,2015-05-08 09:15:00+05:30,SHORT,18412.5,17662.65,749.85,22495.5,15.0,125494.5,83.66,2 days 20:05:00
LONG,2015-05-08 09:15:00+05:30,2015-05-12 09:15:00+05:30,LONG,17662.65,17945.15,282.5,8475.0,5.65,133969.5,89.31,4 days 00:00:00
SHORT,2015-05-12 09:15:00+05:30,2015-05-13 09:15:00+05:30,SHORT,17945.15,17882.8,62.35,1870.5,1.25,135840.0,90.56,1 days 00:00:00
LONG,2015-05-13 09:15:00+05:30,2015-05-13 10:55:00+05:30,LONG,17882.8,17746.25,-136.55,-4096.5,-2.73,131743.5,87.83,0 days 01:40:00
SHORT,2015-05-13 10:55:00+05:30,2015-05-13 13:05:00+05:30,SHORT,17746.25,17913.4,-167.15,-5014.5,-3.34,126729.0,84.49,0 days 02:10:00
LONG,2015-05-13 13:05:00+05:30,2015-05-14 09:15:00+05:30,LONG,17913.4,17845.7,-67.7,-2031.0,-1.35,124698.0,83.13,0 days 20:10:00
SHORT,2015-05-14 09:15:00+05:30,2015-05-14 14:40:00+05:30,SHORT,17845.7,18081.9,-236.2,-7086.0,-4.72,117612.0,78.41,0 days 05:25:00
LONG,2015-05-14 14:40:00+05:30,2015-05-15 14:45:00+05:30,LONG,18081.9,18127.8,45.9,1377.0,0.92,118989.0,79.33,1 days 00:05:00
SHORT,2015-05-15 14:45:00+05:30,2015-05-18 09:30:00+05:30,SHORT,18127.8,18288.75,-160.95,-4828.5,-3.22,114160.5,76.11,2 days 18:45:00
LONG,2015-05-18 09:30:00+05:30,2015-05-19 09:15:00+05:30,LONG,18288.75,18338.25,49.5,1485.0,0.99,115645.5,77.1,0 days 23:45:00
SHORT,2015-05-19 09:15:00+05:30,2015-05-19 11:40:00+05:30,SHORT,18338.25,18444.65,-106.4,-3192.0,-2.13,112453.5,74.97,0 days 02:25:00
LONG,2015-05-19 11:40:00+05:30,2015-05-19 14:10:00+05:30,LONG,18444.65,18451.05,6.4,192.0,0.13,112645.5,75.1,0 days 02:30:00
SHORT,2015-05-19 14:10:00+05:30,2015-05-20 09:15:00+05:30,SHORT,18451.05,18549.95,-98.9,-2967.0,-1.98,109678.5,73.12,0 days 19:05:00
LONG,2015-05-20 09:15:00+05:30,2015-05-21 09:35:00+05:30,LONG,18549.95,18501.35,-48.6,-1458.0,-0.97,108220.5,72.15,1 days 00:20:00
SHORT,2015-05-21 09:35:00+05:30,2015-05-21 13:05:00+05:30,SHORT,18501.35,18514.05,-12.7,-381.0,-0.25,107839.5,71.89,0 days 03:30:00
LONG,2015-05-21 13:05:00+05:30,2015-05-22 12:35:00+05:30,LONG,18514.05,18642.0,127.95,3838.5,2.56,111678.0,74.45,0 days 23:30:00
SHORT,2015-05-22 12:35:00+05:30,2015-05-22 13:15:00+05:30,SHORT,18642.0,18738.15,-96.15,-2884.5,-1.92,108793.5,72.53,0 days 00:40:00
LONG,2015-05-22 13:15:00+05:30,2015-05-22 13:30:00+05:30,LONG,18738.15,18601.95,-136.2,-4086.0,-2.72,104707.5,69.8,0 days 00:15:00
SHORT,2015-05-22 13:30:00+05:30,2015-05-26 15:15:00+05:30,SHORT,18601.95,18332.8,269.15,8074.5,5.38,112782.0,75.19,4 days 01:45:00
LONG,2015-05-26 15:15:00+05:30,2015-05-27 09:15:00+05:30,LONG,18332.8,18259.3,-73.5,-2205.0,-1.47,110577.0,73.72,0 days 18:00:00
SHORT,2015-05-27 09:15:00+05:30,2015-05-27 09:45:00+05:30,SHORT,18259.3,18370.35,-111.05,-3331.5,-2.22,107245.5,71.5,0 days 00:30:00
LONG,2015-05-27 09:45:00+05:30,2015-05-28 11:00:00+05:30,LONG,18370.35,18498.5,128.15,3844.5,2.56,111090.0,74.06,1 days 01:15:00
SHORT,2015-05-28 11:00:00+05:30,2015-05-29 09:15:00+05:30,SHORT,18498.5,18525.95,-27.45,-823.5,-0.55,110266.5,73.51,0 days 22:15:00
LONG,2015-05-29 09:15:00+05:30,2015-06-01 12:05:00+05:30,LONG,18525.95,18686.5,160.55,4816.5,3.21,115083.0,76.72,3 days 02:50:00
SHORT,2015-06-01 12:05:00+05:30,2015-06-03 15:25:00+05:30,SHORT,18686.5,17783.75,902.75,27082.5,18.06,142165.5,94.78,2 days 03:20:00
LONG,2015-06-03 15:25:00+05:30,2015-06-04 09:35:00+05:30,LONG,17783.75,17618.8,-164.95,-4948.5,-3.3,137217.0,91.48,0 days 18:10:00
SHORT,2015-06-04 09:35:00+05:30,2015-06-04 14:30:00+05:30,SHORT,17618.8,17655.45,-36.65,-1099.5,-0.73,136117.5,90.74,0 days 04:55:00
LONG,2015-06-04 14:30:00+05:30,2015-06-05 13:15:00+05:30,LONG,17655.45,17645.6,-9.85,-295.5,-0.2,135822.0,90.55,0 days 22:45:00
SHORT,2015-06-05 13:15:00+05:30,2015-06-08 14:25:00+05:30,SHORT,17645.6,17500.7,144.9,4347.0,2.9,140169.0,93.45,3 days 01:10:00
LONG,2015-06-08 14:25:00+05:30,2015-06-09 14:30:00+05:30,LONG,17500.7,17438.05,-62.65,-1879.5,-1.25,138289.5,92.19,1 days 00:05:00
SHORT,2015-06-09 14:30:00+05:30,2015-06-10 09:15:00+05:30,SHORT,17438.05,17619.0,-180.95,-5428.5,-3.62,132861.0,88.57,0 days 18:45:00
LONG,2015-06-10 09:15:00+05:30,2015-06-10 13:40:00+05:30,LONG,17619.0,17648.45,29.45,883.5,0.59,133744.5,89.16,0 days 04:25:00
SHORT,2015-06-10 13:40:00+05:30,2015-06-10 14:45:00+05:30,SHORT,17648.45,17771.8,-123.35,-3700.5,-2.47,130044.0,86.7,0 days 01:05:00
LONG,2015-06-10 14:45:00+05:30,2015-06-11 10:15:00+05:30,LONG,17771.8,17655.35,-116.45,-3493.5,-2.33,126550.5,84.37,0 days 19:30:00
SHORT,2015-06-11 10:15:00+05:30,2015-06-12 10:15:00+05:30,SHORT,17655.35,17354.1,301.25,9037.5,6.02,135588.0,90.39,1 days 00:00:00
LONG,2015-06-12 10:15:00+05:30,2015-06-15 10:10:00+05:30,LONG,17354.1,17384.1,30.0,900.0,0.6,136488.0,90.99,2 days 23:55:00
SHORT,2015-06-15 10:10:00+05:30,2015-06-15 13:20:00+05:30,SHORT,17384.1,17481.8,-97.7,-2931.0,-1.95,133557.0,89.04,0 days 03:10:00
LONG,2015-06-15 13:20:00+05:30,2015-06-16 09:15:00+05:30,LONG,17481.8,17327.45,-154.35,-4630.5,-3.09,128926.5,85.95,0 days 19:55:00
SHORT,2015-06-16 09:15:00+05:30,2015-06-16 14:15:00+05:30,SHORT,17327.45,17409.5,-82.05,-2461.5,-1.64,126465.0,84.31,0 days 05:00:00
LONG,2015-06-16 14:15:00+05:30,2015-06-17 13:05:00+05:30,LONG,17409.5,17543.75,134.25,4027.5,2.68,130492.5,87.0,0 days 22:50:00
SHORT,2015-06-17 13:05:00+05:30,2015-06-17 14:40:00+05:30,SHORT,17543.75,17646.0,-102.25,-3067.5,-2.04,127425.0,84.95,0 days 01:35:00
LONG,2015-06-17 14:40:00+05:30,2015-06-17 15:00:00+05:30,LONG,17646.0,17542.7,-103.3,-3099.0,-2.07,124326.0,82.88,0 days 00:20:00
SHORT,2015-06-17 15:00:00+05:30,2015-06-18 09:25:00+05:30,SHORT,17542.7,17713.85,-171.15,-5134.5,-3.42,119191.5,79.46,0 days 18:25:00
LONG,2015-06-18 09:25:00+05:30,2015-06-19 12:35:00+05:30,LONG,17713.85,17757.35,43.5,1305.0,0.87,120496.5,80.33,1 days 03:10:00
SHORT,2015-06-19 12:35:00+05:30,2015-06-19 15:00:00+05:30,SHORT,17757.35,17861.5,-104.15,-3124.5,-2.08,117372.0,78.25,0 days 02:25:00
LONG,2015-06-19 15:00:00+05:30,2015-06-22 15:10:00+05:30,LONG,17861.5,18318.8,457.3,13719.0,9.15,131091.0,87.39,3 days 00:10:00
SHORT,2015-06-22 15:10:00+05:30,2015-06-23 09:35:00+05:30,SHORT,18318.8,18421.0,-102.2,-3066.0,-2.04,128025.0,85.35,0 days 18:25:00
LONG,2015-06-23 09:35:00+05:30,2015-06-23 11:05:00+05:30,LONG,18421.0,18341.5,-79.5,-2385.0,-1.59,125640.0,83.76,0 days 01:30:00
SHORT,2015-06-23 11:05:00+05:30,2015-06-24 12:25:00+05:30,SHORT,18341.5,18457.65,-116.15,-3484.5,-2.32,122155.5,81.44,1 days 01:20:00
LONG,2015-06-24 12:25:00+05:30,2015-06-24 15:05:00+05:30,LONG,18457.65,18408.4,-49.25,-1477.5,-0.98,120678.0,80.45,0 days 02:40:00
SHORT,2015-06-24 15:05:00+05:30,2015-06-25 12:55:00+05:30,SHORT,18408.4,18415.95,-7.55,-226.5,-0.15,120451.5,80.3,0 days 21:50:00
LONG,2015-06-25 12:55:00+05:30,2015-06-26 09:15:00+05:30,LONG,18415.95,18423.95,8.0,240.0,0.16,120691.5,80.46,0 days 20:20:00
SHORT,2015-06-26 09:15:00+05:30,2015-06-26 13:15:00+05:30,SHORT,18423.95,18336.9,87.05,2611.5,1.74,123303.0,82.2,0 days 04:00:00
LONG,2015-06-26 13:15:00+05:30,2015-06-29 09:15:00+05:30,LONG,18336.9,17857.9,-479.0,-14370.0,-9.58,108933.0,72.62,2 days 20:00:00
SHORT,2015-06-29 09:15:00+05:30,2015-06-29 13:05:00+05:30,SHORT,17857.9,17958.4,-100.5,-3015.0,-2.01,105918.0,70.61,0 days 03:50:00
LONG,2015-06-29 13:05:00+05:30,2015-06-30 14:10:00+05:30,LONG,17958.4,18109.6,151.2,4536.0,3.02,110454.0,73.64,1 days 01:05:00
SHORT,2015-06-30 14:10:00+05:30,2015-06-30 14:45:00+05:30,SHORT,18109.6,18217.35,-107.75,-3232.5,-2.15,107221.5,71.48,0 days 00:35:00
LONG,2015-06-30 14:45:00+05:30,2015-07-02 12:05:00+05:30,LONG,18217.35,18548.95,331.6,9948.0,6.63,117169.5,78.11,1 days 21:20:00
SHORT,2015-07-02 12:05:00+05:30,2015-07-03 09:30:00+05:30,SHORT,18548.95,18672.7,-123.75,-3712.5,-2.48,113457.0,75.64,0 days 21:25:00
LONG,2015-07-03 09:30:00+05:30,2015-07-03 12:45:00+05:30,LONG,18672.7,18591.55,-81.15,-2434.5,-1.62,111022.5,74.02,0 days 03:15:00
SHORT,2015-07-03 12:45:00+05:30,2015-07-03 14:45:00+05:30,SHORT,18591.55,18709.0,-117.45,-3523.5,-2.35,107499.0,71.67,0 days 02:00:00
LONG,2015-07-03 14:45:00+05:30,2015-07-06 09:15:00+05:30,LONG,18709.0,18514.8,-194.2,-5826.0,-3.88,101673.0,67.78,2 days 18:30:00
SHORT,2015-07-06 09:15:00+05:30,2015-07-06 12:35:00+05:30,SHORT,18514.8,18612.45,-97.65,-2929.5,-1.95,98743.5,65.83,0 days 03:20:00
LONG,2015-07-06 12:35:00+05:30,2015-07-07 14:05:00+05:30,LONG,18612.45,18807.5,195.05,5851.5,3.9,104595.0,69.73,1 days 01:30:00
SHORT,2015-07-07 14:05:00+05:30,2015-07-08 13:50:00+05:30,SHORT,18807.5,18595.8,211.7,6351.0,4.23,110946.0,73.96,0 days 23:45:00
LONG,2015-07-08 13:50:00+05:30,2015-07-09 10:00:00+05:30,LONG,18595.8,18416.25,-179.55,-5386.5,-3.59,105559.5,70.37,0 days 20:10:00
SHORT,2015-07-09 10:00:00+05:30,2015-07-09 13:50:00+05:30,SHORT,18416.25,18554.85,-138.6,-4158.0,-2.77,101401.5,67.6,0 days 03:50:00
LONG,2015-07-09 13:50:00+05:30,2015-07-14 11:10:00+05:30,LONG,18554.85,18813.6,258.75,7762.5,5.18,109164.0,72.78,4 days 21:20:00
SHORT,2015-07-14 11:10:00+05:30,2015-07-15 09:20:00+05:30,SHORT,18813.6,18845.25,-31.65,-949.5,-0.63,108214.5,72.14,0 days 22:10:00
LONG,2015-07-15 09:20:00+05:30,2015-07-15 13:10:00+05:30,LONG,18845.25,18803.5,-41.75,-1252.5,-0.84,106962.0,71.31,0 days 03:50:00
SHORT,2015-07-15 13:10:00+05:30,2015-07-16 09:15:00+05:30,SHORT,18803.5,18889.6,-86.1,-2583.0,-1.72,104379.0,69.59,0 days 20:05:00
LONG,2015-07-16 09:15:00+05:30,2015-07-17 09:45:00+05:30,LONG,18889.6,19109.55,219.95,6598.5,4.4,110977.5,73.98,1 days 00:30:00
SHORT,2015-07-17 09:45:00+05:30,2015-07-17 12:45:00+05:30,SHORT,19109.55,19173.3,-63.75,-1912.5,-1.27,109065.0,72.71,0 days 03:00:00
LONG,2015-07-17 12:45:00+05:30,2015-07-17 14:20:00+05:30,LONG,19173.3,19117.95,-55.35,-1660.5,-1.11,107404.5,71.6,0 days 01:35:00
SHORT,2015-07-17 14:20:00+05:30,2015-07-20 14:15:00+05:30,SHORT,19117.95,18956.8,161.15,4834.5,3.22,112239.0,74.83,2 days 23:55:00
LONG,2015-07-20 14:15:00+05:30,2015-07-21 11:40:00+05:30,LONG,18956.8,18966.3,9.5,285.0,0.19,112524.0,75.02,0 days 21:25:00
SHORT,2015-07-21 11:40:00+05:30,2015-07-22 10:10:00+05:30,SHORT,18966.3,18768.1,198.2,5946.0,3.96,118470.0,78.98,0 days 22:30:00
LONG,2015-07-22 10:10:00+05:30,2015-07-23 10:10:00+05:30,LONG,18768.1,18953.2,185.1,5553.0,3.7,124023.0,82.68,1 days 00:00:00
SHORT,2015-07-23 10:10:00+05:30,2015-07-23 12:55:00+05:30,SHORT,18953.2,18978.1,-24.9,-747.0,-0.5,123276.0,82.18,0 days 02:45:00
LONG,2015-07-23 12:55:00+05:30,2015-07-23 13:45:00+05:30,LONG,18978.1,18882.7,-95.4,-2862.0,-1.91,120414.0,80.28,0 days 00:50:00
SHORT,2015-07-23 13:45:00+05:30,2015-07-28 10:05:00+05:30,SHORT,18882.7,18300.15,582.55,17476.5,11.65,137890.5,91.93,4 days 20:20:00
LONG,2015-07-28 10:05:00+05:30,2015-07-28 13:30:00+05:30,LONG,18300.15,18269.6,-30.55,-916.5,-0.61,136974.0,91.32,0 days 03:25:00
SHORT,2015-07-28 13:30:00+05:30,2015-07-28 14:15:00+05:30,SHORT,18269.6,18319.45,-49.85,-1495.5,-1.0,135478.5,90.32,0 days 00:45:00
LONG,2015-07-28 14:15:00+05:30,2015-07-29 11:30:00+05:30,LONG,18319.45,18268.3,-51.15,-1534.5,-1.02,133944.0,89.3,0 days 21:15:00
SHORT,2015-07-29 11:30:00+05:30,2015-07-30 09:15:00+05:30,SHORT,18268.3,18414.4,-146.1,-4383.0,-2.92,129561.0,86.37,0 days 21:45:00
LONG,2015-07-30 09:15:00+05:30,2015-07-30 13:25:00+05:30,LONG,18414.4,18429.35,14.95,448.5,0.3,130009.5,86.67,0 days 04:10:00
SHORT,2015-07-30 13:25:00+05:30,2015-07-31 09:15:00+05:30,SHORT,18429.35,18525.8,-96.45,-2893.5,-1.93,127116.0,84.74,0 days 19:50:00
LONG,2015-07-31 09:15:00+05:30,2015-07-31 15:15:00+05:30,LONG,18525.8,18718.85,193.05,5791.5,3.86,132907.5,88.6,0 days 06:00:00
SHORT,2015-07-31 15:15:00+05:30,2015-08-03 09:15:00+05:30,SHORT,18718.85,18890.25,-171.4,-5142.0,-3.43,127765.5,85.18,2 days 18:00:00
LONG,2015-08-03 09:15:00+05:30,2015-08-03 13:10:00+05:30,LONG,18890.25,18893.7,3.45,103.5,0.07,127869.0,85.25,0 days 03:55:00
SHORT,2015-08-03 13:10:00+05:30,2015-08-04 11:05:00+05:30,SHORT,18893.7,18979.4,-85.7,-2571.0,-1.71,125298.0,83.53,0 days 21:55:00
